metric,value
total_runs,201
success_rate,0.0945273631840796
mean_time,1.8719864690597048
median_time,1.914953159000106
std_time,0.35184093508823705
mean_iters,5245.691542288557
median_iters,5464
std_iters,930.9536940555802
mean_restarts,47.756218905472636
median_restarts,50
std_restarts,8.221151801731024
mean_final_conflicts,0.9303482587064676
median_final_conflicts,1
std_final_conflicts,0.3384547532675612
