strategy,success_rate,mean_time,std_time,mean_iters,std_iters,mean_restarts,mean_final_conflicts
best-improvement,0.12437810945273632,0.004235560492548051,0.001094470350758171,4.154228855721393,0.9202500889606172,1.0,1.2487562189054726
first-improvement,0.1890547263681592,0.002789043194038799,0.0010611929073460207,6.203980099502488,1.8046882228500087,1.0,1.1691542288557213
best-sideways,0.3781094527363184,0.04955862721890615,0.036598303758321585,65.65174129353234,48.367047182837226,1.0,0.7412935323383084
best-random-restart,1.0,0.01919813575622316,0.01610227191934933,27.945273631840795,23.66982650161737,6.865671641791045,0.0
