run_id,seed_used,success,restarts_used,total_iterations,time_s,final_conflicts,strategy
145,186,False,1,4,0.0036645810000663914,2,best-improvement
146,187,False,1,3,0.0032555220000176632,1,best-improvement
147,188,False,1,4,0.003871391000075164,2,best-improvement
148,189,False,1,5,0.004504487000076551,1,best-improvement
149,190,False,1,4,0.004256900999962454,2,best-improvement
150,191,False,1,4,0.00374413800000184,1,best-improvement
151,192,True,1,3,0.003152718999899662,0,best-improvement
152,193,False,1,4,0.004547854000065854,2,best-improvement
153,194,False,1,6,0.005693019999853277,1,best-improvement
154,195,False,1,4,0.004356255999937275,2,best-improvement
155,196,False,1,4,0.002972347999957492,1,best-improvement
156,197,False,1,4,0.004181664000043384,1,best-improvement
157,198,True,1,4,0.0038147709999520885,0,best-improvement
158,199,False,1,4,0.003406874000120297,2,best-improvement
159,200,False,1,4,0.003878719999875102,1,best-improvement
160,201,False,1,5,0.005766301999983625,1,best-improvement
161,202,False,1,6,0.0060626590000083525,1,best-improvement
162,203,False,1,6,0.006470478999972329,1,best-improvement
163,204,True,1,4,0.003933942000003299,0,best-improvement
164,205,False,1,6,0.0054226279999056715,1,best-improvement
165,206,False,1,5,0.004777850999971633,1,best-improvement
166,207,False,1,4,0.004519291999940833,2,best-improvement
167,208,False,1,3,0.0020866049999312963,2,best-improvement
168,209,False,1,4,0.0047424169999885635,2,best-improvement
169,210,False,1,3,0.0025822329998845817,2,best-improvement
170,211,False,1,3,0.003463291000116442,1,best-improvement
171,212,False,1,6,0.0062117490001583064,1,best-improvement
172,213,False,1,3,0.0021248920002108207,1,best-improvement
173,214,False,1,3,0.002880620000041745,1,best-improvement
174,215,False,1,5,0.005139615000189224,1,best-improvement
175,216,False,1,4,0.004473853999797939,1,best-improvement
176,217,True,1,4,0.003943099000025541,0,best-improvement
177,218,False,1,4,0.004080247999809217,1,best-improvement
178,219,False,1,3,0.0038201539998681255,2,best-improvement
179,220,False,1,6,0.005521871999917494,1,best-improvement
180,221,False,1,3,0.0029570220001460257,2,best-improvement
181,222,False,1,5,0.005620941999950446,1,best-improvement
182,223,False,1,4,0.004499889000044277,2,best-improvement
183,224,False,1,3,0.0029206310000517988,2,best-improvement
184,225,False,1,5,0.004776509000066653,1,best-improvement
185,226,True,1,3,0.0031376819999877625,0,best-improvement
186,227,True,1,5,0.0046770230001129676,0,best-improvement
187,228,False,1,4,0.004971962999889001,2,best-improvement
188,229,False,1,4,0.004513323000082892,1,best-improvement
189,230,False,1,4,0.004315155999847775,2,best-improvement
190,231,False,1,3,0.003608100000064951,1,best-improvement
191,232,False,1,5,0.004354629999852477,1,best-improvement
192,233,False,1,4,0.004051110999853336,1,best-improvement
193,234,False,1,5,0.004896687000154998,2,best-improvement
194,235,False,1,5,0.005005971999935355,1,best-improvement
195,236,False,1,3,0.003079604000049585,2,best-improvement
196,237,False,1,4,0.005210110000007262,1,best-improvement
197,238,False,1,4,0.0040349309999783145,2,best-improvement
198,239,False,1,2,0.0014248610000322515,2,best-improvement
199,240,False,1,4,0.003958162999879278,2,best-improvement
200,241,False,1,5,0.00590460700004769,1,best-improvement
201,242,False,1,3,0.002265670000042519,3,best-improvement
